AcademicYear	DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
2017	14005	Aberdeen School District	2834	A J West Elementary	0
2017	14005	Aberdeen School District	3216	Central Park Elementary	0
2017	14005	Aberdeen School District	3857	Harbor High School	0
2017	14005	Aberdeen School District	3154	Hopkins Elementary	0
2017	14005	Aberdeen School District	3476	J M Weatherwax High School	0
2017	14005	Aberdeen School District	2449	McDermoth Elementary	0
2017	14005	Aberdeen School District	2305	Miller Junior High	0
2017	14005	Aberdeen School District	2763	Robert Gray Elementary	0
2017	14005	Aberdeen School District	2971	Stevens Elementary School	0
2017	21226	Adna School District	2227	Adna Elementary School	0
2017	21226	Adna School District	2441	Adna Middle/High School	0
2017	22017	Almira School District	2860	Almira Elementary School	0
2017	29103	Anacortes School District	2467	Anacortes High School	0
2017	29103	Anacortes School District	2707	Anacortes Middle School	0
2017	29103	Anacortes School District	5176	Cap Sante High School	0
2017	29103	Anacortes School District	3182	Fidalgo Elementary	0
2017	29103	Anacortes School District	3252	Island View Elementary	0
2017	29103	Anacortes School District	3057	Mount Erie Elementary	0
2017	29103	Anacortes School District	3404	Whitney Elementary Anacortes	0
2017	31016	Arlington School District	2523	Arlington High School	0
2017	31016	Arlington School District	2277	Arlington Special Educ School	0
2017	31016	Arlington School District	4327	Eagle Creek Elementary	0
2017	31016	Arlington School District	5010	Haller Middle School	0
2017	31016	Arlington School District	4436	Kent Prairie Elementary	0
2017	31016	Arlington School District	4573	Pioneer Elementary	0
2017	31016	Arlington School District	3124	Post Middle School	0
2017	31016	Arlington School District	4154	Presidents Elementary	0
2017	31016	Arlington School District	1714	Stillaguamish School	0
2017	31016	Arlington School District	4287	Weston High School	0
2017	02420	Asotin-Anatone School District	2507	Asotin Elementary	0
2017	02420	Asotin-Anatone School District	2434	Asotin Jr Sr High	0
2017	17408	Auburn School District	3825	Alpac Elementary School	1
2017	17408	Auburn School District	5082	Arthur Jacobsen Elementary	1
2017	17408	Auburn School District	5037	Auburn Mountainview High School	1
2017	17408	Auburn School District	4474	Auburn Riverside High School	1
2017	17408	Auburn School District	2795	Auburn Senior High School	1
2017	17408	Auburn School District	2394	Cascade Middle School	1
2017	17408	Auburn School District	3439	Chinook Elementary School	1
2017	17408	Auburn School District	2932	Dick Scobee Elementary School	1
2017	17408	Auburn School District	3745	Evergreen Heights Elementary	1
2017	17408	Auburn School District	3669	Gildo Rey Elementary School	1
2017	17408	Auburn School District	4347	Hazelwood Elementary School	1
2017	17408	Auburn School District	4417	Ilalko Elementary School	1
2017	17408	Auburn School District	4120	Lake View Elementary School	1
2017	17408	Auburn School District	5051	Lakeland Hills Elementary	1
2017	17408	Auburn School District	3525	Lea Hill Elementary School	1
2017	17408	Auburn School District	4462	Mt Baker Middle School	1
2017	17408	Auburn School District	3169	Olympic Middle School	1
2017	17408	Auburn School District	3227	Pioneer Elementary School	1
2017	17408	Auburn School District	4385	Rainier Middle School	1
2017	17408	Auburn School District	1915	Special Ed School	1
2017	17408	Auburn School District	2659	Terminal Park Elementary School	1
2017	17408	Auburn School District	2326	Washington Elementary School	1
2017	17408	Auburn School District	2702	West Auburn Senior High School	1
2017	18303	Bainbridge Island School District	2395	Bainbridge High School	0
2017	18303	Bainbridge Island School District	1939	Bainbridge Special Education Services	0
2017	18303	Bainbridge Island School District	3552	Capt Johnston Blakely Elem Sch	0
2017	18303	Bainbridge Island School District	3043	Capt. Charles Wilkes Elem School	0
2017	18303	Bainbridge Island School District	1935	Eagle Harbor High School	0
2017	18303	Bainbridge Island School District	1841	Mosaic Home Education Partnership	0
2017	18303	Bainbridge Island School District	1699	Odyssey Multiage Program	0
2017	18303	Bainbridge Island School District	4062	Ordway Elementary	0
2017	18303	Bainbridge Island School District	4542	Sakai Intermediate	0
2017	18303	Bainbridge Island School District	4505	Woodward Middle School	0
2017	27931	Bates Technical College	5431	Bates Technical College - Open Doors	0
2017	27931	Bates Technical College	5950	Bates Technical High School	0
2017	06119	Battle Ground School District	2671	Amboy Middle School	0
2017	06119	Battle Ground School District	2415	Battle Ground High School	0
2017	06119	Battle Ground School District	1836	CAM Academy	0
2017	06119	Battle Ground School District	4352	Captain Strong	0
2017	06119	Battle Ground School District	5133	Chief Umtuch Middle	0
2017	06119	Battle Ground School District	5089	Daybreak Middle	0
2017	06119	Battle Ground School District	5090	Daybreak Primary	0
2017	06119	Battle Ground School District	3018	Glenwood Heights Primary	0
2017	06119	Battle Ground School District	1875	Homelink River	0
2017	06119	Battle Ground School District	3545	Laurin Middle School	0
2017	06119	Battle Ground School District	5291	Maple Grove K-8	0
2017	06119	Battle Ground School District	5360	Open Doors Battle Ground	0
2017	06119	Battle Ground School District	3997	Pleasant Valley Middle	0
2017	06119	Battle Ground School District	3996	Pleasant Valley Primary	0
2017	06119	Battle Ground School District	4104	Prairie High School	0
2017	06119	Battle Ground School District	4108	Preschool Infant Other	0
2017	06119	Battle Ground School District	4450	Summit View High School	0
2017	06119	Battle Ground School District	5382	Summit View Middle School	0
2017	06119	Battle Ground School District	5131	Tukes Valley Middle School	0
2017	06119	Battle Ground School District	5132	Tukes Valley Primary 	0
2017	06119	Battle Ground School District	2910	Yacolt Primary	0
2017	17405	Bellevue School District	3633	Ardmore Elementary School	0
2017	17405	Bellevue School District	5240	Bellevue Big Picture School	0
2017	17405	Bellevue School District	2701	Bellevue High School	0
2017	17405	Bellevue School District	3705	Bennett Elementary School	0
2017	17405	Bellevue School District	5281	Central Educational Services	0
2017	17405	Bellevue School District	3742	Cherry Crest Elementary School	0
2017	17405	Bellevue School District	3338	Chinook Middle School	0
2017	17405	Bellevue School District	2847	Clyde Hill Elementary	0
2017	17405	Bellevue School District	3036	Eastgate Elementary School	0
2017	17405	Bellevue School District	2846	Enatai Elementary School	0
2017	17405	Bellevue School District	5325	Grad Alliance Program	0
2017	17405	Bellevue School District	3166	Highland Middle School	0
2017	17405	Bellevue School District	3588	Interlake Senior High School	0
2017	17405	Bellevue School District	3522	International School	0
2017	17405	Bellevue School District	5308	Jing Mei Elementary School	0
2017	17405	Bellevue School District	3225	Lake Hills Elementary	0
2017	17405	Bellevue School District	3436	Medina Elementary School	0
2017	17405	Bellevue School District	3437	Newport Heights Elementary	0
2017	17405	Bellevue School District	3486	Newport Senior High School	0
2017	17405	Bellevue School District	3631	Odle Middle School	0
2017	17405	Bellevue School District	3168	Phantom Lake Elementary	0
2017	17405	Bellevue School District	3224	Puesta del Sol Elementary School	0
2017	17405	Bellevue School District	3282	Sammamish Senior High	0
2017	17405	Bellevue School District	3339	Sherwood Forest Elementary	0
2017	17405	Bellevue School District	3789	Somerset Elementary School	0
2017	17405	Bellevue School District	3634	Spiritridge Elementary School	0
2017	17405	Bellevue School District	3100	Stevenson Elementary	0
2017	17405	Bellevue School District	3435	Tillicum Middle School	0
2017	17405	Bellevue School District	3283	Tyee Middle School	0
2017	17405	Bellevue School District	3167	Woodridge Elementary	0
2017	37501	Bellingham School District	3200	Alderwood Elementary School	0
2017	37501	Bellingham School District	5366	Bellingham Family Partnership Program	0
2017	37501	Bellingham School District	2553	Bellingham High School	0
2017	37501	Bellingham School District	5340	Bellingham Re-Engagement Program	0
2017	37501	Bellingham School District	2431	Birchwood Elementary School	0
2017	37501	Bellingham School District	2817	Carl Cozier Elementary School	0
2017	37501	Bellingham School District	2365	Columbia Elementary School	0
2017	37501	Bellingham School District	5239	Cordata Elementary School	0
2017	37501	Bellingham School District	2066	Fairhaven Middle School	0
2017	37501	Bellingham School District	2262	Geneva Elementary School	0
2017	37501	Bellingham School District	3134	Happy Valley Elementary School	0
2017	37501	Bellingham School District	1694	Home Port Learning Center	0
2017	37501	Bellingham School District	4442	Kulshan Middle School	0
2017	37501	Bellingham School District	2225	Lowell Elementary School 	0
2017	37501	Bellingham School District	4571	Northern Heights Elementary Schl	0
2017	37501	Bellingham School District	1647	Options High School	0
2017	37501	Bellingham School District	3202	Parkview Elementary School	0
2017	37501	Bellingham School District	2067	Roosevelt Elementary School	0
2017	37501	Bellingham School District	3576	Sehome High School	0
2017	37501	Bellingham School District	3201	Shuksan Middle School	0
2017	37501	Bellingham School District	2175	Silver Beach Elementary School	0
2017	37501	Bellingham School District	4515	Squalicum High School	0
2017	37501	Bellingham School District	2387	Sunnyland Elementary School	0
2017	37501	Bellingham School District	1799	Visions (Seamar Youth Center)	0
2017	37501	Bellingham School District	5125	Wade King Elementary School	0
2017	37501	Bellingham School District	2075	Whatcom Middle School	0
2017	01122	Benge School District	3142	Benge Elementary	0
2017	27403	Bethel School District	5372	Acceleration Academy	0
2017	27403	Bethel School District	2807	Bethel High School	0
2017	27403	Bethel School District	3250	Bethel Middle School	0
2017	27403	Bethel School District	5288	Birth to Three	0
2017	27403	Bethel School District	4296	Camas Prairie Elementary	0
2017	27403	Bethel School District	4186	Cedarcrest Middle School	0
2017	27403	Bethel School District	4331	Centennial Elementary Bethel	0
2017	27403	Bethel School District	1510	Challenger High School	0
2017	27403	Bethel School District	3649	Chester H Thompson Elementary	0
2017	27403	Bethel School District	2576	Clover Creek Elementary	0
2017	27403	Bethel School District	4578	Cougar Mountain Middle School	0
2017	27403	Bethel School District	5127	ECEAP W	0
2017	27403	Bethel School District	1945	Elk Plain Head Start	0
2017	27403	Bethel School District	2877	Elk Plain School of Choice	0
2017	27403	Bethel School District	4099	Evergreen Elementary	0
2017	27403	Bethel School District	5159	Frederickson Elementary	0
2017	27403	Bethel School District	4407	Frontier Middle School	0
2017	27403	Bethel School District	4297	Graham Elementary	0
2017	27403	Bethel School District	5033	Graham Kapowsin High School	0
2017	27403	Bethel School District	2748	Kapowsin Elementary	0
2017	27403	Bethel School District	5206	Liberty Middle School	0
2017	27403	Bethel School District	4102	Naches Trail Elementary	0
2017	27403	Bethel School District	5160	Nelson Elementary School	0
2017	27403	Bethel School District	4538	North Star Elementary	0
2017	27403	Bethel School District	4381	Pioneer Valley Elementary	0
2017	27403	Bethel School District	1943	Pioneer Valley Preschool	0
2017	27403	Bethel School District	4227	Rocky Ridge Elementary	0
2017	27403	Bethel School District	2543	Roy Elementary	0
2017	27403	Bethel School District	4103	Shining Mountain Elementary	0
2017	27403	Bethel School District	1564	Shining Mountain Preschool	0
2017	27403	Bethel School District	2399	Spanaway Elementary	0
2017	27403	Bethel School District	5140	Spanaway Elementary ECEAP	0
2017	27403	Bethel School District	5141	Spanaway Elementary Preschool	0
2017	27403	Bethel School District	4158	Spanaway Lake High School	0
2017	27403	Bethel School District	3751	Spanaway Middle School	0
2017	27403	Bethel School District	5025	SpEd Preschool	0
2017	27403	Bethel School District	1560	Thompson Preschool	0
2017	20203	Bickleton School District	3392	Bickleton Elementary & High Schl	0
2017	37503	Blaine School District	2713	Blaine Elementary School	0
2017	37503	Blaine School District	3136	Blaine High School	0
2017	37503	Blaine School District	5021	Blaine Home Connections	0
2017	37503	Blaine School District	3796	Blaine Middle School	0
2017	37503	Blaine School District	4476	Blaine Primary School	0
2017	37503	Blaine School District	5465	Blaine Re-Engagement	0
2017	37503	Blaine School District	4459	Point Roberts Primary	0
2017	21234	Boistfort School District	2516	Boistfort Elem	0
2017	18100	Bremerton School District	3641	Armin Jahr Elementary	0
2017	18100	Bremerton School District	3109	Bremerton High School	0
2017	18100	Bremerton School District	1749	Bremerton Home Link Program	0
2017	18100	Bremerton School District	5395	Career & Academic Re-engagement Center	0
2017	18100	Bremerton School District	3108	Crownhill Elementary School	0
2017	18100	Bremerton School District	4421	Kitsap Lake Elementary	0
2017	18100	Bremerton School District	4441	Mountain View Middle School	0
2017	18100	Bremerton School District	3171	Naval Avenue Elementary School	0
2017	18100	Bremerton School District	1737	Renaissance Alternative High School	0
2017	18100	Bremerton School District	5161	Special Services	0
2017	18100	Bremerton School District	2853	View Ridge Elementary School	0
2017	18100	Bremerton School District	2613	West Hills S.T.E.M. Academy	0
2017	24111	Brewster School District	5272	Brewster Alternative School	0
2017	24111	Brewster School District	3293	Brewster Elementary School	0
2017	24111	Brewster School District	2800	Brewster High School	0
2017	24111	Brewster School District	4223	Brewster Middle School	0
2017	09075	Bridgeport School District	1900	Bridgeport Aurora High School	0
2017	09075	Bridgeport School District	2562	Bridgeport Elementary	0
2017	09075	Bridgeport School District	2788	Bridgeport High School	0
2017	09075	Bridgeport School District	4213	Bridgeport Middle School	0
2017	16046	Brinnon School District	2836	Brinnon Elementary	0
2017	29100	Burlington-Edison School District	3603	Allen Elementary	0
2017	29100	Burlington-Edison School District	4412	Bay View Elementary	0
2017	29100	Burlington-Edison School District	1650	BECC	0
2017	29100	Burlington-Edison School District	2362	Burlington Edison High School	0
2017	29100	Burlington-Edison School District	1928	Burlington-Edison Alternative School	0
2017	29100	Burlington-Edison School District	2379	Edison Elementary - Burlington/Edison	0
2017	29100	Burlington-Edison School District	3251	Lucille Umbarger Elementary	0
2017	29100	Burlington-Edison School District	2946	West View Elementary	0
2017	06117	Camas School District	4567	Camas High School	0
2017	06117	Camas School District	4182	Dorothy Fox	0
2017	06117	Camas School District	5158	Grass Valley Elementary	0
2017	06117	Camas School District	5104	Hayes Freedom High School	0
2017	06117	Camas School District	2725	Helen Baller Elem	0
2017	06117	Camas School District	3474	Lacamas Heights Elementary	0
2017	06117	Camas School District	5054	Liberty Middle School	0
2017	06117	Camas School District	5055	Papermaker Preschool	0
2017	06117	Camas School District	4563	Prune Hill Elem	0
2017	06117	Camas School District	4508	Skyridge Middle School	0
2017	06117	Camas School District	5309	Woodburn Elementary	0
2017	05401	Cape Flattery School District	1787	Cape Flattery Preschool	0
2017	05401	Cape Flattery School District	3422	Clallam Bay High & Elementary	0
2017	05401	Cape Flattery School District	2594	Neah Bay Elementary School	0
2017	05401	Cape Flattery School District	3145	Neah Bay Junior/ Senior High School	0
2017	34801	Capital Region ESD 113	5305	GRAVITY High School	0
2017	27019	Carbonado School District	2466	Carbonado Historical School 19	0
2017	04228	Cascade School District	4566	Beaver Valley School	0
2017	04228	Cascade School District	3564	Cascade High School	0
2017	04228	Cascade School District	5418	Cascade Home-Link	0
2017	04228	Cascade School District	4403	Icicle River Middle School	0
2017	04228	Cascade School District	2827	Osborn Elementary	0
2017	04228	Cascade School District	2760	Peshastin Dryden Elementary	0
2017	04222	CASHMERE SCHOOL DISTRICT	3268	CASHMERE HIGH SCHOOL	0
2017	04222	CASHMERE SCHOOL DISTRICT	2315	CASHMERE MIDDLE SCHOOL	0
2017	04222	CASHMERE SCHOOL DISTRICT	2787	VALE ELEMENTARY SCHOOL	0
2017	08401	Castle Rock School District	2762	Castle Rock Elementary	0
2017	08401	Castle Rock School District	2281	Castle Rock High School	0
2017	08401	Castle Rock School District	3969	Castle Rock Middle School	0
2017	20215	Centerville School District	2251	Centerville Elementary	0
2017	18401	Central Kitsap School District	3936	Alternative High School	0
2017	18401	Central Kitsap School District	2994	Brownsville Elementary	0
2017	18401	Central Kitsap School District	2615	Central Kitsap High School	0
2017	18401	Central Kitsap School District	3237	Central Kitsap Middle School	0
2017	18401	Central Kitsap School District	4016	Clear Creek Elementary School	0
2017	18401	Central Kitsap School District	4014	Cottonwood Elementary School	0
2017	18401	Central Kitsap School District	4341	Cougar Valley Elementary	0
2017	18401	Central Kitsap School District	4444	Emerald Heights Elementary	0
2017	18401	Central Kitsap School District	4015	Esquire Hills Elementary	0
2017	18401	Central Kitsap School District	3791	Fairview Middle School	0
2017	18401	Central Kitsap School District	4393	Green Mountain Elementary	0
2017	18401	Central Kitsap School District	3594	John D. ?Bud? Hawk Elementary at Jackson Park	0
2017	18401	Central Kitsap School District	4509	Klahowya Secondary	0
2017	18401	Central Kitsap School District	1740	Off Campus	0
2017	18401	Central Kitsap School District	4100	Olympic High School	0
2017	18401	Central Kitsap School District	4527	Pinecrest Elementary	0
2017	18401	Central Kitsap School District	4249	Ridgetop Middle School	0
2017	18401	Central Kitsap School District	4372	Silver Ridge Elementary	0
2017	18401	Central Kitsap School District	4101	Silverdale Elementary	0
2017	18401	Central Kitsap School District	4135	Woodlands Elementary	0
2017	32356	Central Valley School District	3259	Adams Elementary	0
2017	32356	Central Valley School District	3260	Bowdish Middle School	0
2017	32356	Central Valley School District	2892	Broadway Elementary	0
2017	32356	Central Valley School District	5043	Central Valley Early Learning Center	0
2017	32356	Central Valley School District	3065	Central Valley High School	0
2017	32356	Central Valley School District	5068	Central Valley Kindergarten Center	0
2017	32356	Central Valley School District	3929	Chester Elementary School	0
2017	32356	Central Valley School District	5328	CVSD Open Doors Programs	0
2017	32356	Central Valley School District	3890	Evergreen Middle School	0
2017	32356	Central Valley School District	2157	Greenacres Elementary	0
2017	32356	Central Valley School District	3573	Greenacres Middle School	0
2017	32356	Central Valley School District	4185	Horizon Middle School	0
2017	32356	Central Valley School District	5166	I-TRACC	0
2017	32356	Central Valley School District	4529	Liberty Lake Elementary	0
2017	32356	Central Valley School District	3127	McDonald Elementary School	0
2017	32356	Central Valley School District	3918	Mica Peak High School	0
2017	32356	Central Valley School District	2776	North Pines Middle School	0
2017	32356	Central Valley School District	2113	Opportunity Elementary	0
2017	32356	Central Valley School District	4098	Ponderosa Elementary	0
2017	32356	Central Valley School District	2953	Progress Elementary School	0
2017	32356	Central Valley School District	5003	School to Life	0
2017	32356	Central Valley School District	3307	South Pines Elementary	0
2017	32356	Central Valley School District	1964	Spokane Valley Learning Academy	0
2017	32356	Central Valley School District	3465	Summit School	0
2017	32356	Central Valley School District	4160	Sunrise Elementary	0
2017	32356	Central Valley School District	3064	University Elementary School	0
2017	32356	Central Valley School District	3415	University High School	0
2017	21401	Centralia School District	2166	Centralia High School	0
2017	21401	Centralia School District	3240	Centralia Middle School	0
2017	21401	Centralia School District	5463	Early Learning Center	0
2017	21401	Centralia School District	2244	Edison Elementary	0
2017	21401	Centralia School District	2704	Fords Prairie Elementary	0
2017	21401	Centralia School District	5359	Futurus High School	0
2017	21401	Centralia School District	3172	Jefferson Lincoln Elementary	0
2017	21401	Centralia School District	2291	Oakview Elementary School	0
2017	21401	Centralia School District	2768	Washington Elementary School	0
2017	21302	Chehalis School District	2274	Cascade Elementary School	0
2017	21302	Chehalis School District	4311	Chehalis Middle School	0
2017	21302	Chehalis School District	5369	Lewis County Alternative School	0
2017	21302	Chehalis School District	3346	Olympic Elementary	0
2017	21302	Chehalis School District	2442	R E Bennett Elementary	0
2017	21302	Chehalis School District	2799	W F West High School	0
2017	32360	Cheney School District	2954	Betz Elementary	0
2017	32360	Cheney School District	5126	Birth To Three	0
2017	32360	Cheney School District	3610	Cheney High School	0
2017	32360	Cheney School District	2447	Cheney Middle School	0
2017	32360	Cheney School District	5396	Cheney Open Doors	0
2017	32360	Cheney School District	5035	HomeWorks	0
2017	32360	Cheney School District	5294	Phil Snowdon Elementary	0
2017	32360	Cheney School District	3761	Salnave Elementary	0
2017	32360	Cheney School District	2814	Sunset Elementary	0
2017	32360	Cheney School District	1769	Three Springs High School	0
2017	32360	Cheney School District	5269	Westwood Middle School	0
2017	32360	Cheney School District	3309	Windsor Elementary	0
2017	33036	Chewelah School District	1709	Chewelah Alternative	0
2017	33036	Chewelah School District	2664	Gess Elementary	0
2017	33036	Chewelah School District	1763	Home Link Alternative	0
2017	33036	Chewelah School District	2404	Jenkins Junior/Senior High	0
2017	16049	Chimacum School District	4552	Chimacum Creek Primary School	0
2017	16049	Chimacum School District	2697	Chimacum Elementary School	0
2017	16049	Chimacum School District	3275	Chimacum High School	0
2017	16049	Chimacum School District	4261	Chimacum Middle School	0
2017	16049	Chimacum School District	5397	Open Doors Reengagement Program	0
2017	16049	Chimacum School District	1724	PI Program	0
2017	02250	Clarkston School District	2299	Charles Francis Adams High School	0
2017	02250	Clarkston School District	1617	Educational Opportunity Center	0
2017	02250	Clarkston School District	5413	Educational Opportunity Center Reengagement	0
2017	02250	Clarkston School District	2962	Grantham Elementary	0
2017	02250	Clarkston School District	4384	Heights Elementary	0
2017	02250	Clarkston School District	3266	Highland Elementary	0
2017	02250	Clarkston School District	2501	Lincoln Middle School	0
2017	02250	Clarkston School District	2823	Parkway Elementary	0
2017	02250	Clarkston School District	3616	Special Services	0
2017	19404	Cle Elum-Roslyn School District	2328	Cle Elum Roslyn Elementary	0
2017	19404	Cle Elum-Roslyn School District	2329	Cle Elum Roslyn High School	0
2017	19404	Cle Elum-Roslyn School District	1987	Swiftwater Learning Center	0
2017	19404	Cle Elum-Roslyn School District	2570	Walter Strom Middle School	0
2017	27400	Clover Park School District	1825	Alfaretta House	0
2017	27400	Clover Park School District	3454	Beachwood Elementary School	0
2017	27400	Clover Park School District	3457	Carter Lake Elementary School	0
2017	27400	Clover Park School District	5386	Clover Park Early Learning Program	0
2017	27400	Clover Park School District	2425	Clover Park High School	0
2017	27400	Clover Park School District	5411	CPSD Open Doors Program	0
2017	27400	Clover Park School District	2943	Custer Elementary School	0
2017	27400	Clover Park School District	3455	Dower Elementary School	0
2017	27400	Clover Park School District	4396	Evergreen Elementary School	0
2017	27400	Clover Park School District	5387	Four Heroes Elementary	0
2017	27400	Clover Park School District	5027	Harrison Prep School	0
2017	27400	Clover Park School District	3298	Hillside Elementary School	0
2017	27400	Clover Park School District	3248	Hudtloff Middle School	0
2017	27400	Clover Park School District	3117	Idlewild Elementary School	0
2017	27400	Clover Park School District	3351	Lake Louise Elementary School	0
2017	27400	Clover Park School District	3456	Lakes High School	0
2017	27400	Clover Park School District	2652	Lakeview Hope Academy	0
2017	27400	Clover Park School District	3602	Lochburn Middle School	0
2017	27400	Clover Park School District	3297	Mann Middle School	0
2017	27400	Clover Park School District	5364	Meriwether Elementary School	0
2017	27400	Clover Park School District	3763	Oakbrook Elementary School	0
2017	27400	Clover Park School District	2189	Park Lodge Elementary School	0
2017	27400	Clover Park School District	5365	Rainier Elementary School	0
2017	27400	Clover Park School District	1880	Re-Entry High School	0
2017	27400	Clover Park School District	1881	Re-Entry Middle School	0
2017	27400	Clover Park School District	1882	Special Education Services/relife	0
2017	27400	Clover Park School District	2651	Tillicum Elementary School	0
2017	27400	Clover Park School District	5297	Transition Day Students	0
2017	27400	Clover Park School District	3249	Tyee Park Elementary School	0
2017	27400	Clover Park School District	3500	Woodbrook Middle School	0
2017	38300	Colfax School District	3366	Colfax High School	0
2017	38300	Colfax School District	2894	Leonard M Jennings Elementary	0
2017	36250	College Place School District	5362	College Place High School	0
2017	36250	College Place School District	2114	Davis Elementary	0
2017	36250	College Place School District	3541	John Sager Middle School	0
2017	38306	Colton School District	2588	Colton School	0
2017	33206	Columbia (Stevens) School District	5283	Columbia Alternative School	0
2017	33206	Columbia (Stevens) School District	3508	Columbia High And Elementary	0
2017	36400	Columbia (Walla Walla) School District	3613	Columbia Elementary	0
2017	36400	Columbia (Walla Walla) School District	4049	Columbia High School	0
2017	36400	Columbia (Walla Walla) School District	3012	Columbia Middle School	0
2017	33115	Colville School District	3831	Colville Junior High School	0
2017	33115	Colville School District	3310	Colville Senior High School	0
2017	33115	Colville School District	4180	Fort Colville Elementary	0
2017	33115	Colville School District	2957	Hofstetter Elementary	0
2017	33115	Colville School District	1594	Panorama School	0
2017	32931	Community Colleges of Spokane	5304	Institute for Extended Learning	0
2017	29011	Concrete School District	2577	Concrete Elementary	0
2017	29011	Concrete School District	2810	Concrete High School	0
2017	29011	Concrete School District	1762	Skagit River School House	0
2017	29011	Concrete School District	5087	Special Services School	0
2017	29011	Concrete School District	1605	Twin Cedars High School	0
2017	29317	Conway School District	2578	Conway School	0
2017	14099	Cosmopolis School District	3326	Cosmopolis Elementary School	0
2017	13151	Coulee-Hartline School District	2968	Almira Coulee Hartline High School	0
2017	13151	Coulee-Hartline School District	2693	Coulee City Elementary	0
2017	13151	Coulee-Hartline School District	2304	Coulee City MS	0
2017	15204	Coupeville School District	3664	Coupeville Elementary School	0
2017	15204	Coupeville School District	2625	Coupeville High School	0
2017	15204	Coupeville School District	4004	Coupeville Middle School	0
2017	15204	Coupeville School District	5412	Open Den	0
2017	15204	Coupeville School District	5034	Toddler Learning Center	0
2017	05313	Crescent School District	3473	Crescent School	0
2017	05313	Crescent School District	5030	HomeConnection	0
2017	22073	Creston School District	2862	Creston Elementary	0
2017	22073	Creston School District	2863	Creston Jr-Sr High School	0
2017	10050	Curlew School District	2006	Curlew Elem & High School	0
2017	10050	Curlew School District	1921	Curlew Parent Partner	0
2017	26059	Cusick School District	2770	Bess Herian Elementary	0
2017	26059	Cusick School District	2423	Cusick Jr Sr High School	0
2017	19007	Damman School District	2077	Damman Elementary	0
2017	31330	Darrington School District	3609	Darrington Elementary School	0
2017	31330	Darrington School District	3188	Darrington Sr High School	0
2017	22207	Davenport School District	2668	Davenport Elementary	0
2017	22207	Davenport School District	3173	Davenport Senior High School	0
2017	07002	Dayton School District	2830	Dayton Elementary School	0
2017	07002	Dayton School District	2302	Dayton High School	0
2017	07002	Dayton School District	4011	Dayton Middle School	0
2017	32414	Deer Park School District	2173	Arcadia Elementary	0
2017	32414	Deer Park School District	5124	BIRTH TO 2 PRESCHOOL	0
2017	32414	Deer Park School District	5270	Deer Park Early Learning Center	0
2017	32414	Deer Park School District	2430	Deer Park Elementary	0
2017	32414	Deer Park School District	4123	Deer Park High School	0
2017	32414	Deer Park School District	1852	Deer Park Home Link Program	0
2017	32414	Deer Park School District	3261	Deer Park Middle School	0
2017	27343	Dieringer School District	4548	Dieringer Heights Elementary	0
2017	27343	Dieringer School District	3683	Lake Tapps Elementary	0
2017	27343	Dieringer School District	4416	North Tapps Middle School	0
2017	36101	Dixie School District	2278	Dixie Elementary School	0
2017	32361	East Valley School District (Spokane)	1937	Children First	0
2017	32361	East Valley School District (Spokane)	1712	Continuous Curriculum School	0
2017	32361	East Valley School District (Spokane)	4097	East Farms School	0
2017	32361	East Valley School District (Spokane)	3360	East Valley High School	0
2017	32361	East Valley School District (Spokane)	5346	East Valley Middle School	0
2017	32361	East Valley School District (Spokane)	5432	EV Online	0
2017	32361	East Valley School District (Spokane)	5433	EV Parent Partnership	0
2017	32361	East Valley School District (Spokane)	2955	Otis Orchards School	0
2017	32361	East Valley School District (Spokane)	2653	Trent School	0
2017	32361	East Valley School District (Spokane)	3128	Trentwood School	0
2017	39090	East Valley School District (Yakima)	4055	East Valley Central Middle School	0
2017	39090	East Valley School District (Yakima)	4487	East Valley Elementary	0
2017	39090	East Valley School District (Yakima)	2344	East Valley High School	0
2017	39090	East Valley School District (Yakima)	2530	Moxee Elementary	0
2017	39090	East Valley School District (Yakima)	2821	Terrace Heights Elementary	0
2017	09206	Eastmont School District	3659	Cascade Elementary	0
2017	09206	Eastmont School District	4590	Clovis Point	0
2017	09206	Eastmont School District	5228	Eastmont Columbia Virtual Academy	0
2017	09206	Eastmont School District	3372	Eastmont Junior High	0
2017	09206	Eastmont School District	2727	Eastmont Senior High	0
2017	09206	Eastmont School District	2966	Grant Elementary School	0
2017	09206	Eastmont School District	3212	Kenroy Elementary	0
2017	09206	Eastmont School District	3083	Robert E Lee Elementary	0
2017	09206	Eastmont School District	2563	Rock Island Elementary	0
2017	09206	Eastmont School District	5130	Special Education Pre-School 	0
2017	09206	Eastmont School District	4095	Sterling Intermediate School	0
2017	19028	Easton School District	3554	Easton School	0
2017	19028	Easton School District	5242	Easton Secondary School	0
2017	27404	Eatonville School District	2808	Columbia Crest A-STEM Academy	0
2017	27404	Eatonville School District	5079	Eatonville Developmental Pre-School	0
2017	27404	Eatonville School District	2205	Eatonville Elementary School	0
2017	27404	Eatonville School District	2206	Eatonville High School	0
2017	27404	Eatonville School District	4230	Eatonville Middle School	0
2017	27404	Eatonville School District	5300	Mt. Rainier Parent Partnership	0
2017	27404	Eatonville School District	5332	New Beginnings	0
2017	27404	Eatonville School District	2361	Weyerhaeuser Elementary	0
2017	31015	Edmonds School District	3560	Alderwood Middle School	0
2017	31015	Edmonds School District	3302	Beverly Elementary	0
