AcademicYear	DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
2015	14028	Hoquiam School District	2972	Central Elementary School	0
2015	14028	Hoquiam School District	2268	Emerson Elementary	0
2015	14028	Hoquiam School District	3622	Hoquiam High School	0
2015	14028	Hoquiam School District	5191	Hoquiam Homelink School	0
2015	14028	Hoquiam School District	2391	Hoquiam Middle School	0
2015	14028	Hoquiam School District	3621	Lincoln Elementary	0
2015	10070	Inchelium School District	4215	Inchelium Elementary School	0
2015	10070	Inchelium School District	2603	Inchelium High School	0
2015	10070	Inchelium School District	4214	Inchelium Middle School	0
2015	31063	Index School District	2948	Index Elementary School	0
2015	32081	Spokane School District	1533	A-3 Multiagency Adolescent Prog	0
2015	32081	Spokane School District	1604	Alternative Tamarack School	0
2015	11051	North Franklin School District	1850	Camp Outlook	0
2015	09206	Eastmont School District	2986	Canyon View Group Home	0
2015	17411	Issaquah School District	3569	Echo Glen School	0
2015	32081	Spokane School District	3819	Excelsior Youth Center School	0
2015	17412	Shoreline School District	2612	Fircrest Residential Habilitation	0
2015	27400	Clover Park School District	2041	Firwood	0
2015	21926	Centralia College	3598	Garret Heyns High School	0
2015	21302	Chehalis School District	2027	Green Hill Academic School	0
2015	15204	Coupeville School District	5234	ICCF Ed Program	0
2015	21302	Chehalis School District	5317	Lewis County Jail	0
2015	50003	Institutions	3883	Morgan Center School	0
2015	25155	Naselle-Grays River Valley School District	3599	Naselle Youth Camp School	0
2015	27400	Clover Park School District	3910	Oak Grove	0
2015	27400	Clover Park School District	5298	Oakridge Group Home	0
2015	50003	Institutions	3213	Parke Creek Treatment Ctr	0
2015	39007	Yakima School District	5264	Ridgeview Group Home	0
2015	31002	Everett School District	1810	Sno Co Jail	0
2015	32081	Spokane School District	5249	Spokane County Jail	0
2015	32081	Spokane School District	1767	The Healing Lodge	0
2015	34111	Olympia School District	5259	Touchstone	0
2015	50003	Institutions	3469	Twin Rivers Group Home	0
2015	06900	Office of the Governor	3799	Washington State School for the Blind	0
2015	34975	WA State Center for Childhood Deafness and Hearing Loss	4246	Washington State School for the Deaf	0
2015	50003	Institutions	5302	Washington Youth Academy	0
2015	17417	Northshore School District	3396	Woodinville Community Center	0
2015	33049	Wellpinit School District	5217	WSD Columbia Basin J.C.	0
2015	17411	Issaquah School District	3746	Apollo Elementary	0
2015	17411	Issaquah School District	4460	Beaver Lake Middle School	0
2015	17411	Issaquah School District	3440	Briarwood Elementary	0
2015	17411	Issaquah School District	4565	Cascade Ridge Elementary	0
2015	17411	Issaquah School District	4300	Challenger Elementary	0
2015	17411	Issaquah School District	2738	Clark Elementary	0
2015	17411	Issaquah School District	4375	Cougar Ridge Elementary	0
2015	17411	Issaquah School District	5201	Creekside Elementary	0
2015	17411	Issaquah School District	4376	Discovery Elementary	0
2015	17411	Issaquah School District	4493	Endeavour Elementary School	0
2015	17411	Issaquah School District	5056	Grand Ridge Elementary	0
2015	17411	Issaquah School District	5062	Issaquah Head Start	0
2015	17411	Issaquah School District	3385	Issaquah High School	0
2015	17411	Issaquah School District	3038	Issaquah Middle School	0
2015	17411	Issaquah School District	1624	Issaquah Special Services	0
2015	17411	Issaquah School District	3673	Issaquah Valley Elementary	0
2015	17411	Issaquah School District	3962	Liberty Sr High School	0
2015	17411	Issaquah School District	3637	Maple Hills Elementary	0
2015	17411	Issaquah School District	3636	Maywood Middle School	0
2015	17411	Issaquah School District	4592	Newcastle Elementary School	0
2015	17411	Issaquah School District	5200	Pacific Cascade Middle School	0
2015	17411	Issaquah School District	3879	Pine Lake Middle School	0
2015	17411	Issaquah School District	4495	Skyline High School	0
2015	17411	Issaquah School District	3386	Sunny Hills Elementary	0
2015	17411	Issaquah School District	3228	Sunset Elementary	0
2015	17411	Issaquah School District	1540	Tiger Mountain Community High School	0
2015	39007	Yakima School District	5263	Adult Jail	0
2015	03017	Kennewick School District	5235	Benton County Jail	0
2015	50002	Juvenile Detention Centers	4007	Benton/Franklin Juvenile Justice Center	0
2015	04246	Wenatchee School District	1802	Chelan County Juvenile Detention Center	0
2015	50002	Juvenile Detention Centers	3143	Clallam Co Juvenile Detention	0
2015	06801	Educational Service District 112	5290	Clark County Juvenile Detention School	0
2015	08458	Kelso School District	3294	Cowlitz County Youth Services Center	0
2015	50002	Juvenile Detention Centers	3340	Grant Co Detention Ctr	0
2015	14005	Aberdeen School District	4267	Grays Harbor Juvenile Detention	0
2015	17001	Seattle Public Schools	3496	Interagency Detention School	1
2015	29801	Northwest Educational Service District 189	5059	Island Juvenile Detention Education Program	0
2015	50002	Juvenile Detention Centers	4092	Juvenile Detention Center	0
2015	18801	Olympic Educational Service District 114	3481	Kitsap Co Detention Ctr	0
2015	21302	Chehalis School District	1559	Lewis County Juvenile Detention	0
2015	32801	Educational Service District 101	3352	Martin Hall Detention Ctr	0
2015	23309	Shelton School District	1888	Mason County Detention Center	0
2015	24105	Okanogan School District	3193	Okanogan Co Juvenile Detention	0
2015	27010	Tacoma School District	2039	Remann Hall Juvenile Detention Center	0
2015	50002	Juvenile Detention Centers	3363	Skagit County Detention Center	0
2015	31002	Everett School District	2601	Snohomish Detention Center	0
2015	32801	Educational Service District 101	3526	Spokane Juvenile Detention School	0
2015	27010	Tacoma School District	5184	Tacoma Pierce County Education Center	0
2015	34033	Tumwater School District	3925	Thurs Co Juv Det/Tumwater West E	0
2015	50002	Juvenile Detention Centers	3358	Walla Walla County Juvenile Detention	0
2015	29801	Northwest Educational Service District 189	3420	Whatcom Co Detention Ctr	0
2015	11056	Kahlotus School District	3214	Kahlotus Elem & High	0
2015	08402	Kalama School District	2915	Kalama Elem School	0
2015	08402	Kalama School District	2561	Kalama Jr Sr High	0
2015	10003	Keller School District	2602	Keller Elementary School	0
2015	08458	Kelso School District	3323	Barnes Elementary	0
2015	08458	Kelso School District	3578	Beacon Hill Elementary	0
2015	08458	Kelso School District	3082	Butler Acres Elementary	0
2015	08458	Kelso School District	2913	Carrolls Elementary	0
2015	08458	Kelso School District	2691	Catlin Elementary	0
2015	08458	Kelso School District	3322	Coweeman Middle School	0
2015	08458	Kelso School District	2916	Huntington Middle School	0
2015	08458	Kelso School District	2266	Kelso High School	0
2015	08458	Kelso School District	5194	Kelso Virtual Academy	0
2015	08458	Kelso School District	1934	Loowit High School	0
2015	08458	Kelso School District	2596	Rose Valley Elementary	0
2015	08458	Kelso School District	5076	Special Education	0
2015	08458	Kelso School District	2624	Wallace Elementary	0
2015	03017	Kennewick School District	4418	Amistad Elementary School	0
2015	03017	Kennewick School District	4072	Canyon View Elementary School	0
2015	03017	Kennewick School District	4202	Cascade Elementary School	0
2015	03017	Kennewick School District	5220	Cottonwood Elementary	0
2015	03017	Kennewick School District	4028	Desert Hills Middle School	0
2015	03017	Kennewick School District	2824	Eastgate Elementary School	0
2015	03017	Kennewick School District	3315	Edison Elementary School - Kennewick	0
2015	03017	Kennewick School District	3077	Hawthorne Elementary School - Kennewick	0
2015	03017	Kennewick School District	3267	Highlands Middle School	0
2015	03017	Kennewick School District	4429	Horse Heaven Hills Middle School	0
2015	03017	Kennewick School District	3731	Kamiakin High School	0
2015	03017	Kennewick School District	2000	Keewaydin Discovery Center	0
2015	03017	Kennewick School District	2826	Kennewick High School	0
2015	03017	Kennewick School District	1884	Legacy High School	0
2015	03017	Kennewick School District	4181	Lincoln Elementary School	0
2015	03017	Kennewick School District	1941	Mid-Columbia Parent Partnership	0
2015	03017	Kennewick School District	3472	Park Middle School	0
2015	03017	Kennewick School District	5106	Phoenix High School	0
2015	03017	Kennewick School District	4446	Ridge View Elementary School	0
2015	03017	Kennewick School District	4073	Southgate Elementary School	0
2015	03017	Kennewick School District	4484	Southridge High School	0
2015	03017	Kennewick School District	4136	Sunset View Elementary School	0
2015	03017	Kennewick School District	3369	Vista Elementary School	0
2015	03017	Kennewick School District	3144	Washington Elementary School	0
2015	03017	Kennewick School District	2825	Westgate Elementary School	0
2015	17415	Kent School District	5150	Birth to Age 2	1
2015	17415	Kent School District	4353	Carriage Crest Elementary School	1
2015	17415	Kent School District	4440	Cedar Heights Middle School	1
2015	17415	Kent School District	3676	Cedar Valley Elementary School	1
2015	17415	Kent School District	3388	Covington Elementary School	1
2015	17415	Kent School District	4126	Crestwood Elementary School	1
2015	17415	Kent School District	2851	East Hill Elementary School	1
2015	17415	Kent School District	4545	Emerald Park Elementary School	1
2015	17415	Kent School District	3678	Fairwood Elementary School	1
2015	17415	Kent School District	4413	George T. Daniel Elementary School	1
2015	17415	Kent School District	4489	Glenridge Elementary	1
2015	17415	Kent School District	3708	Grass Lake Elementary School	1
2015	17415	Kent School District	4345	Horizon Elementary School	1
2015	17415	Kent School District	5275	iGrad	1
2015	17415	Kent School District	4301	Jenkins Creek Elementary School	1
2015	17415	Kent School District	4520	Kent Elementary School	1
2015	17415	Kent School District	3014	Kent Mountain View Academy	1
2015	17415	Kent School District	5098	Kent Phoenix Academy	1
2015	17415	Kent School District	2797	Kent-Meridian High School	1
2015	17415	Kent School District	4492	Kentlake High School	1
2015	17415	Kent School District	3640	Kentridge High School	1
2015	17415	Kent School District	4128	Kentwood High School	1
2015	17415	Kent School District	3550	Lake Youngs Elementary School	1
2015	17415	Kent School District	4294	Martin Sortun Elementary School	1
2015	17415	Kent School District	4127	Mattson Middle School	1
2015	17415	Kent School District	4465	Meadow Ridge Elementary School	1
2015	17415	Kent School District	3764	Meeker Middle School	1
2015	17415	Kent School District	2565	Meridian Elementary School	1
2015	17415	Kent School District	3233	Meridian Middle School	1
2015	17415	Kent School District	5016	Mill Creek Middle School	1
2015	17415	Kent School District	4581	Millennium Elementary School	1
2015	17415	Kent School District	4356	Neely O Brien Elementary School	1
2015	17415	Kent School District	4485	Northwood Middle School	1
2015	17415	Kent School District	5178	Panther Lake Elementary School	1
2015	17415	Kent School District	3491	Park Orchard Elementary School	1
2015	17415	Kent School District	3593	Pine Tree Elementary School	1
2015	17415	Kent School District	1807	Regional Justice Center	1
2015	17415	Kent School District	4293	Ridgewood Elementary School	1
2015	17415	Kent School District	4466	Sawyer Woods Elementary School	1
2015	17415	Kent School District	3389	Scenic Hill Elementary School	1
2015	17415	Kent School District	3707	Soos Creek Elementary School	1
2015	17415	Kent School District	3677	Springbrook Elementary School	1
2015	17415	Kent School District	4420	Sunrise Elementary School	1
2015	33212	Kettle Falls School District	5180	Columbia Virtual Academy - Kettle Falls	0
2015	33212	Kettle Falls School District	2385	Kettle Falls Elementary School	0
2015	33212	Kettle Falls School District	4206	Kettle Falls High School	0
2015	33212	Kettle Falls School District	3198	Kettle Falls Middle School	0
2015	03052	Kiona-Benton City School District	2904	Kiona-Benton City High School	0
2015	03052	Kiona-Benton City School District	3961	Kiona-Benton City Middle School	0
2015	03052	Kiona-Benton City School District	2759	Kiona-Benton City Primary School	0
2015	03052	Kiona-Benton City School District	4217	Kiona-Benton Intermediate School	0
2015	19403	Kittitas School District	5086	Kittitas B-5 Special Ed Program	0
2015	19403	Kittitas School District	2569	Kittitas Elementary School	0
2015	19403	Kittitas School District	2766	Kittitas High School	0
2015	20402	Klickitat School District	3494	Klickitat Elem & High	0
2015	06101	La Center School District	2558	La Center Elementary	0
2015	06101	La Center School District	4431	La Center High School	0
2015	06101	La Center School District	5326	La Center Home School Academy	0
2015	06101	La Center School District	3371	La Center Middle School	0
2015	29311	La Conner School District	2522	La Conner Elementary	0
2015	29311	La Conner School District	2276	La Conner High School	0
2015	29311	La Conner School District	3900	La Conner Middle	0
2015	38126	LaCrosse School District	2087	Lacrosse Elementary School	0
2015	38126	LaCrosse School District	2088	Lacrosse High School	0
2015	04129	Lake Chelan School District	4260	Chelan High School	0
2015	04129	Lake Chelan School District	2317	Chelan Middle School	0
2015	04129	Lake Chelan School District	1940	Glacier Valley High School	0
2015	04129	Lake Chelan School District	3861	Holden Village Community School	0
2015	04129	Lake Chelan School District	1675	Lake Chelan Preschool	0
2015	04129	Lake Chelan School District	2689	Morgen Owings Elementary School	0
2015	14097	Lake Quinault School District	2921	Lake Quinault Elementary	0
2015	14097	Lake Quinault School District	2973	Lake Quinault High School	0
2015	31004	Lake Stevens School District	5099	Cavelero Mid High School	0
2015	31004	Lake Stevens School District	4391	Glenwood Elementary	0
2015	31004	Lake Stevens School District	4534	Highland Elementary	0
2015	31004	Lake Stevens School District	2885	Hillcrest Elementary School	0
2015	31004	Lake Stevens School District	1753	Homelink	0
2015	31004	Lake Stevens School District	3408	Lake Stevens Middle School	0
2015	31004	Lake Stevens School District	2426	Lake Stevens Sr High School	0
2015	31004	Lake Stevens School District	2884	Mt. Pilchuck Elementary School	0
2015	31004	Lake Stevens School District	4139	North Lake Middle School	0
2015	31004	Lake Stevens School District	4140	Prove High School	0
2015	31004	Lake Stevens School District	4392	Skyline Elementary	0
2015	31004	Lake Stevens School District	3753	Sunnycrest Elementary School	0
2015	17414	Lake Washington School District	4256	Alcott Elementary	0
2015	17414	Lake Washington School District	3548	Audubon Elementary	0
2015	17414	Lake Washington School District	3592	Bell Elementary	0
2015	17414	Lake Washington School District	4532	Blackwell Elementary	0
2015	17414	Lake Washington School District	5139	Carson Elementary	0
2015	17414	Lake Washington School District	3856	Community School	0
2015	17414	Lake Washington School District	1649	Contractual Schools	0
2015	17414	Lake Washington School District	4018	Dickinson Elementary	0
2015	17414	Lake Washington School District	1658	Discovery School	0
2015	17414	Lake Washington School District	4439	Eastlake High School	0
2015	17414	Lake Washington School District	4424	Einstein Elementary	0
2015	17414	Lake Washington School District	3855	Emerson High School	0
2015	17414	Lake Washington School District	1688	Emerson K-12	0
2015	17414	Lake Washington School District	1800	Environmental & Adventure School	0
2015	17414	Lake Washington School District	4148	Evergreen Middle School	0
2015	17414	Lake Washington School District	1687	Explorer Community School	0
2015	17414	Lake Washington School District	3590	Finn Hill Middle School	0
2015	17414	Lake Washington School District	3591	Franklin Elementary	0
2015	17414	Lake Washington School District	3675	Frost Elementary	0
2015	17414	Lake Washington School District	1804	Futures School	0
2015	17414	Lake Washington School District	4386	Inglewood Middle School	0
2015	17414	Lake Washington School District	1706	International Community School	0
2015	17414	Lake Washington School District	2796	Juanita Elementary	0
2015	17414	Lake Washington School District	3771	Juanita High	0
2015	17414	Lake Washington School District	3922	Kamiakin Middle School	0
2015	17414	Lake Washington School District	3704	Keller Elementary	0
2015	17414	Lake Washington School District	3941	Kirk Elementary	0
2015	17414	Lake Washington School District	2308	Kirkland Middle School	0
2015	17414	Lake Washington School District	2739	Lake Washington High	0
2015	17414	Lake Washington School District	3041	Lakeview Elementary	0
2015	17414	Lake Washington School District	3529	Mann Elementary	0
2015	17414	Lake Washington School District	4354	Mcauliffe Elementary	0
2015	17414	Lake Washington School District	4096	Mead Elementary	0
2015	17414	Lake Washington School District	3748	Muir Elementary	0
2015	17414	Lake Washington School District	4167	Northstar Middle School	0
2015	17414	Lake Washington School District	3549	Ready Start Preschool	0
2015	17414	Lake Washington School District	2289	Redmond Elementary	0
2015	17414	Lake Washington School District	3528	Redmond High	0
2015	17414	Lake Washington School District	3232	Redmond Middle School	0
2015	17414	Lake Washington School District	5057	Renaissance School	0
2015	17414	Lake Washington School District	4147	Rockwell Elementary	0
2015	17414	Lake Washington School District	5053	Rosa Parks Elementary	0
2015	17414	Lake Washington School District	2992	Rose Hill Elementary	0
2015	17414	Lake Washington School District	3706	Rose Hill Middle School	0
2015	17414	Lake Washington School District	3703	Rush Elementary	0
2015	17414	Lake Washington School District	3747	Sandburg Elementary	0
2015	17414	Lake Washington School District	4302	Smith Elementary	0
2015	17414	Lake Washington School District	1975	Stella Schola	0
2015	17414	Lake Washington School District	5265	Tesla STEM High School	0
2015	17414	Lake Washington School District	3490	Thoreau Elementary	0
2015	17414	Lake Washington School District	3441	Twain Elementary	0
2015	17414	Lake Washington School District	4336	Wilder Elementary	0
2015	31306	Lakewood School District	4576	Cougar Creek Elementary School	0
2015	31306	Lakewood School District	4477	English Crossing Elementary	0
2015	31306	Lakewood School District	3255	Lakewood Elementary School	0
2015	31306	Lakewood School District	4204	Lakewood High School	0
2015	31306	Lakewood School District	3893	Lakewood Middle School	0
2015	38264	Lamont School District	3137	Lamont Middle School	0
2015	32362	Liberty School District	3416	Liberty High School	0
2015	32362	Liberty School District	4226	Liberty Jr High & Elementary	0
2015	01158	Lind School District	3421	Lind Elementary School	0
2015	01158	Lind School District	2903	Lind-Ritzville High School	0
2015	01158	Lind School District	5293	Lind-Ritzville Middle School	0
2015	08122	Longview School District	2665	Broadway Learning Center	0
2015	08122	Longview School District	3475	Cascade Middle School	0
2015	08122	Longview School District	3211	Columbia Heights Elementary	0
2015	08122	Longview School District	2369	Columbia Valley Garden Elem Schl	0
2015	08122	Longview School District	2319	Kessler Elementary School	0
2015	08122	Longview School District	3913	Longview School District Special Services	0
2015	08122	Longview School District	3151	Mark Morris High School	0
2015	08122	Longview School District	3658	Mint Valley Elementary	0
2015	08122	Longview School District	2831	Monticello Middle School	0
2015	08122	Longview School District	4574	Mt. Solo Middle School	0
2015	08122	Longview School District	2914	Northlake Elementary School	0
2015	08122	Longview School District	2726	Olympic Elementary School	0
2015	08122	Longview School District	5312	On Track Academy	0
2015	08122	Longview School District	2416	R A Long High School	0
2015	08122	Longview School District	3019	Robert Gray Elementary	0
2015	08122	Longview School District	2370	Saint Helens Elementary	0
2015	33183	Loon Lake School District	2480	Loon Lake Elementary School	0
2015	33183	Loon Lake School District	1922	Loon Lake Homelink Program	0
2015	28144	Lopez School District	5299	CVA-Lopez Island	0
2015	28144	Lopez School District	4178	Decatur Elementary	0
2015	28144	Lopez School District	4107	Lopez Elementary School	0
2015	28144	Lopez School District	2632	Lopez Middle High School	0
2015	20406	Lyle School District	3049	Dallesport Elementary	0
2015	20406	Lyle School District	5274	Envista Academy of Washington	0
2015	20406	Lyle School District	3111	Lyle High School	0
2015	20406	Lyle School District	3643	Lyle Middle School	0
2015	37504	Lynden School District	3417	Fisher Elementary School	0
2015	37504	Lynden School District	4324	Isom Elementary School	0
2015	37504	Lynden School District	1983	Lynden Academy	0
2015	37504	Lynden School District	4201	Lynden High School	0
2015	37504	Lynden School District	2219	Lynden Middle School	0
2015	37504	Lynden School District	1914	Lynden Special Services	0
2015	37504	Lynden School District	4517	Vossbeck Elementary School	0
2015	39120	Mabton School District	3070	Artz Fox Elementary	0
2015	39120	Mabton School District	5289	Mabton Jr. Sr. High	0
2015	09207	Mansfield School District	2233	Mansfield Elem and High School	0
2015	04019	Manson School District	2196	Manson Elementary	0
2015	04019	Manson School District	2623	Manson High School	0
2015	04019	Manson School District	5286	Manson Middle School	0
2015	23311	Mary M Knight School District	4002	Mary M Knight Elementary	0
2015	23311	Mary M Knight School District	3495	Mary M Knight High School	0
2015	33207	Mary Walker School District	5267	Digital Electronic Contact Mary Walker Parent Partnership Program	0
2015	33207	Mary Walker School District	1820	Mary Walker Alternative High Schl	0
2015	33207	Mary Walker School District	3311	Mary Walker High School	0
2015	33207	Mary Walker School District	1819	Parent Partner Program	0
2015	33207	Mary Walker School District	1857	Springdale Academy	0
2015	33207	Mary Walker School District	2297	Springdale Elementary	0
2015	33207	Mary Walker School District	3894	Springdale Middle School	0
2015	31025	Marysville School District	1656	10th Street School	0
2015	31025	Marysville School District	5209	Academy of Const and Engineering	0
2015	31025	Marysville School District	4454	Allen Creek Elementary School	0
2015	31025	Marysville School District	5210	Bio Med Academy	0
2015	31025	Marysville School District	3059	Cascade Elementary	0
2015	31025	Marysville School District	4357	Cedarcrest School	0
2015	31025	Marysville School District	1895	ECEAP	0
2015	31025	Marysville School District	5123	Grove Elementary	0
2015	31025	Marysville School District	1657	Heritage School	0
2015	31025	Marysville School District	5211	Intl Sch of Communications	0
2015	31025	Marysville School District	4323	Kellogg Marsh Elementary School	0
2015	31025	Marysville School District	3964	Liberty Elementary	0
2015	31025	Marysville School District	4150	Marshall Elementary	0
2015	31025	Marysville School District	1927	Marysville Arts and Technology High School	0
2015	31025	Marysville School District	1862	Marysville Coop Program	0
2015	31025	Marysville School District	3355	Marysville Middle School	0
2015	31025	Marysville School District	4233	Marysville Mountain View High School	0
2015	31025	Marysville School District	5212	Marysville On-line Move Up Program	0
2015	31025	Marysville School District	5213	Marysville Pilchuck High School	0
2015	31025	Marysville School District	1910	Marysville SD Special	0
2015	31025	Marysville School District	3651	Pinewood Elementary	0
2015	31025	Marysville School District	5350	Quil Ceda Tulalip Elementary	0
2015	31025	Marysville School District	5214	School for the Entrepreneur	0
2015	31025	Marysville School District	1744	School Home Partnership Program	0
2015	31025	Marysville School District	3187	Shoultes Elementary	0
2015	31025	Marysville School District	3537	Sunnyside Elementary	0
2015	31025	Marysville School District	2813	Totem Middle School	0
2015	14065	McCleary School District	2835	Mccleary Elem	0
2015	32354	Mead School District	3693	Brentwood Elementary School	0
2015	32354	Mead School District	3562	Colbert Elementary School	0
2015	32354	Mead School District	3414	Evergreen Elementary School	0
2015	32354	Mead School District	3759	Farwell Elementary School	0
2015	32354	Mead School District	1803	Mead Alternative High School	0
2015	32354	Mead School District	1858	Mead Education Partnership Prog	0
2015	32354	Mead School District	5122	Mead PreSchool	0
2015	32354	Mead School District	2402	Mead Senior High School	0
2015	32354	Mead School District	4400	Meadow Ridge Elementary	0
2015	32354	Mead School District	4133	Midway Elementary	0
2015	32354	Mead School District	3191	Mountainside Middle School	0
2015	32354	Mead School District	4491	Mt Spokane High School	0
2015	32354	Mead School District	3851	Northwood Middle School	0
2015	32354	Mead School District	5094	Prairie View Elementary	0
2015	32354	Mead School District	5268	Riverpoint Academy	0
2015	32354	Mead School District	4134	Shiloh Hills Elementary	0
2015	32326	Medical Lake School District	4483	Hallett Elementary	0
2015	32326	Medical Lake School District	5042	Medical Lake Alternative High School	0
2015	32326	Medical Lake School District	2890	Medical Lake High School	0
2015	32326	Medical Lake School District	3965	Medical Lake Middle School	0
2015	32326	Medical Lake School District	4577	Michael Anderson Elementary	0
2015	17400	Mercer Island School District	3162	Island Park Elementary	0
2015	17400	Mercer Island School District	3219	Islander Middle School	0
2015	17400	Mercer Island School District	2981	Lakeridge Elementary School	0
2015	17400	Mercer Island School District	3029	Mercer Island High School	0
2015	17400	Mercer Island School District	3433	West Mercer Elementary	0
2015	37505	Meridian School District	2584	Irene Reither Elementary School	0
2015	37505	Meridian School District	2554	Meridian High School	0
2015	37505	Meridian School District	3930	Meridian Middle School	0
2015	37505	Meridian School District	5047	Meridian Parent Partnership Program	0
2015	37505	Meridian School District	1743	Meridian Special Programs	0
2015	24350	Methow Valley School District	1621	Alternative School	0
2015	24350	Methow Valley School District	1845	Home School Experience	0
2015	24350	Methow Valley School District	2146	Liberty Bell Jr Sr High	0
2015	24350	Methow Valley School District	4501	Methow Valley Elementary	0
2015	30031	Mill A School District	3406	Mill A Elementary School	0
2015	31103	Monroe School District	4362	Chain Lake Elementary School	0
2015	31103	Monroe School District	3060	Frank Wagner Elementary	0
2015	31103	Monroe School District	4594	Fryelands Elementary	0
2015	31103	Monroe School District	4544	Hidden River Middle School	0
2015	31103	Monroe School District	1806	Leaders In Learning	0
2015	31103	Monroe School District	2546	Maltby Elementary	0
2015	31103	Monroe School District	4528	Monroe High School	0
2015	31103	Monroe School District	1570	Monroe Special Ed Preschool	0
2015	31103	Monroe School District	1643	Out Of District Special Ed	0
2015	31103	Monroe School District	5040	Park Place Middle School	0
2015	31103	Monroe School District	4159	Salem Woods Elementary School	0
2015	31103	Monroe School District	5154	Shoreline-Monroe High School	0
2015	31103	Monroe School District	1777	Sky Valley Education Center	0
2015	31103	Monroe School District	5109	WAVA	0
2015	31103	Monroe School District	1883	Youth Re-Engagement	0
2015	14066	Montesano School District	3661	Beacon Avenue Elementary School	0
2015	14066	Montesano School District	2180	Montesano Jr-Sr High	0
2015	14066	Montesano School District	3374	Simpson Avenue Elementary	0
2015	21214	Morton School District	2678	Morton Elementary School	0
2015	21214	Morton School District	3112	Morton Junior-Senior High	0
2015	13161	Moses Lake School District	3022	Chief Moses Middle School	0
2015	13161	Moses Lake School District	5354	Endeavor Middle School 	0
2015	13161	Moses Lake School District	2673	Frontier Middle School	0
2015	13161	Moses Lake School District	3091	Garden Heights Elementary	0
2015	13161	Moses Lake School District	2833	Knolls Vista Elementary	0
2015	13161	Moses Lake School District	2969	Lakeview Terrace Elementary	0
2015	13161	Moses Lake School District	3021	Larson Heights Elementary	0
2015	13161	Moses Lake School District	3153	Longview Elementary	0
2015	13161	Moses Lake School District	2970	Midway Elementary	0
2015	13161	Moses Lake School District	3215	Moses Lake High School	0
2015	13161	Moses Lake School District	3779	North Elementary	0
2015	13161	Moses Lake School District	5251	Park Orchard Elementary School 	0
2015	13161	Moses Lake School District	2832	Peninsula Elementary	0
2015	13161	Moses Lake School District	5173	Sage Point Elementary School	0
2015	13161	Moses Lake School District	5323	Skill Source Learning Center	0
2015	21206	Mossyrock School District	5227	Mossyrock Academy	0
2015	21206	Mossyrock School District	2572	Mossyrock Elementary School	0
2015	21206	Mossyrock School District	3238	Mossyrock Jr./Sr. High School	0
2015	39209	Mount Adams School District	5233	American Academy	0
2015	39209	Mount Adams School District	2506	Harrah Elementary School	0
2015	39209	Mount Adams School District	2389	Mount Adams Middle School	0
2015	39209	Mount Adams School District	2532	White Swan High School	0
2015	37507	Mount Baker School District	2585	Acme Elementary	0
2015	37507	Mount Baker School District	1936	Educational Resource Center	0
2015	37507	Mount Baker School District	3365	Harmony Elementary	0
2015	37507	Mount Baker School District	4533	Kendall Elementary	0
2015	37507	Mount Baker School District	5112	Mount Baker Academy	0
2015	37507	Mount Baker School District	3003	Mount Baker Junior High	0
2015	37507	Mount Baker School District	2343	Mount Baker Senior High	0
2015	30029	Mount Pleasant School District	3459	Mount Pleasant Elementary School	0
2015	29320	Mount Vernon School District	4329	Centennial Elementary School Mt Vernon	0
2015	29320	Mount Vernon School District	3183	Jefferson Elementary	0
2015	29320	Mount Vernon School District	3821	La Venture Middle School	0
2015	29320	Mount Vernon School District	2579	Lincoln Elementary School	0
2015	29320	Mount Vernon School District	4013	Little Mountain Elementary	0
2015	29320	Mount Vernon School District	3001	Madison Elementary	0
2015	29320	Mount Vernon School District	4511	Mount Baker Middle School	0
2015	29320	Mount Vernon School District	2295	Mount Vernon High School	0
2015	29320	Mount Vernon School District	3829	Mount Vernon Special Ed	0
2015	29320	Mount Vernon School District	1992	Skagit Family Learning Center MVSD	0
2015	29320	Mount Vernon School District	2880	Washington Elementary School	0
2015	31006	Mukilteo School District	4247	ACES High School	0
2015	31006	Mukilteo School District	4303	Challenger Elementary	0
2015	31006	Mukilteo School District	4342	Columbia Elementary	0
2015	31006	Mukilteo School District	4304	Discovery Elementary	0
2015	31006	Mukilteo School District	1960	ECEAP	0
2015	31006	Mukilteo School District	4469	Endeavour Elementary	0
2015	31006	Mukilteo School District	4231	Explorer Middle School	0
2015	31006	Mukilteo School District	2886	Fairmount Elementary	0
2015	31006	Mukilteo School District	4430	Harbour Pointe Middle School	0
2015	31006	Mukilteo School District	4344	Horizon Elementary	0
2015	31006	Mukilteo School District	4433	Kamiak High School	0
2015	31006	Mukilteo School District	3688	Mariner High School	0
2015	31006	Mukilteo School District	4164	Mukilteo Elementary	0
2015	31006	Mukilteo School District	4583	Odyssey Elementary	0
2015	31006	Mukilteo School District	3121	Olivia Park Elementary	0
2015	31006	Mukilteo School District	3120	Olympic View Middle School	0
2015	31006	Mukilteo School District	4165	Picnic Point Elementary	0
2015	31006	Mukilteo School District	3687	Serene Lake Elementary	0
2015	31006	Mukilteo School District	1848	Special Services	0
2015	31006	Mukilteo School District	4425	Voyager Middle School	0
2015	39003	Naches Valley School District	2591	Naches Valley High School	0
2015	39003	Naches Valley School District	5148	Naches Valley Intermediate School	0
2015	39003	Naches Valley School District	2898	Naches Valley Middle School	0
