DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
39007	Yakima School District	2116	Davis High School	0
27400	Clover Park School District	2651	Tillicum Elementary School	0
08122	Longview School District	4574	Mt. Solo Middle School	0
28149	San Juan Island School District	3011	Friday Harbor Middle School	0
22008	Sprague School District	2186	Sprague High School	0
06037	Vancouver School District	3146	Mcloughlin Middle School	0
33212	Kettle Falls School District	1968	Kettle Falls Homelink	0
17401	Highline Public Schools	2983	North Hill-Primary	1
17401	Highline Public Schools	2842	Shorewood Elementary	1
21214	Morton School District	2678	Morton Elementary School	0
18400	North Kitsap School District	2854	Hilder Pearson Elementary	0
11001	Pasco School District	3085	Mark Twain Elementary	0
36401	Waitsburg School District	2386	Waitsburg High School	0
26070	Selkirk School District	3497	Selkirk Jr-Sr High	0
31025	Marysville School District	1910	Marysville SD Special	0
32354	Mead School District	4491	Mt Spokane High School	0
34111	Olympia School District	3540	Leland P Brown Elementary	0
27905	Summit Public School: Olympus	5376	Summit Public School: Olympus	0
18401	Central Kitsap School District	2649	Tracyton Elementary	0
32358	Freeman School District	5110	Freeman CVA School	0
18100	Bremerton School District	4421	Kitsap Lake Elementary	0
17407	Riverview School District	4332	Stillwater Elementary	0
27010	Tacoma School District	2148	Franklin	0
17405	Bellevue School District	3522	International School	0
27003	Puyallup School District	2498	Maplewood Elementary	0
15206	South Whidbey School District	1682	South Whidbey Academy	0
17401	Highline Public Schools	5007	Youth Source	1
19007	Damman School District	2077	Damman Elementary	0
19401	Ellensburg School District	2996	Ellensburg High School	0
17411	Issaquah School District	3228	Sunset Elementary	0
37505	Meridian School District	3930	Meridian Middle School	0
17403	Renton School District	3586	Maplewood Heights Elementary School	1
31201	Snohomish School District	4145	Valley View Middle School	0
32360	Cheney School District	2954	Betz Elementary	0
17401	Highline Public Schools	3382	Seahurst Elementary School	1
33183	Loon Lake School District	2480	Loon Lake Elementary School	0
14400	Oakville School District	2283	Oakville High School	0
25101	Ocean Beach School District	3531	Long Beach Elementary School	0
03116	Prosser School District	2195	Keene-Riverview Elementary	0
13167	Wilson Creek School District	2472	Wilson Creek Elementary	0
37503	Blaine School District	3796	Blaine Middle School	0
34324	Griffin School District	2406	Griffin School	0
17414	Lake Washington School District	1800	Environmental & Adventure School	0
31025	Marysville School District	1895	ECEAP	0
25155	Naselle-Grays River Valley School District	3295	Naselle Jr Sr High Schools	0
17001	Seattle Public Schools	2462	Loyal Heights Elementary School	0
39201	Sunnyside School District	4497	Pioneer Elementary School	0
31015	Edmonds School District	3186	Westgate Elementary	0
32801	Educational Service District 101	3352	Martin Hall Detention Ctr	0
08122	Longview School District	3151	Mark Morris High School	0
34003	North Thurston Public Schools	4427	River Ridge High School	0
13144	Quincy School District	4536	Monument Elementary	0
22008	Sprague School District	3050	Sprague Elementary	0
17415	Kent School District	4294	Martin Sortun Elementary School	1
15201	Oak Harbor School District	3662	Special Education	0
27003	Puyallup School District	3750	Ballou Jr High	0
05402	Quillayute Valley School District	5363	Forks Intermediate School	0
17001	Seattle Public Schools	5260	The Seattle Public Schools Skills Center	0
27010	Tacoma School District	2747	Downing	0
23311	Mary M Knight School District	3495	Mary M Knight High School	0
37501	Bellingham School District	1720	Martin Center	0
02250	Clarkston School District	1617	Educational Opportunity Center	0
24105	Okanogan School District	5151	Okanogan Outreach Alternative School	0
32081	Spokane School District	1603	Daybreak Alternative School	0
27010	Tacoma School District	4109	Oakland High School	0
34033	Tumwater School District	2552	Michael T Simmons Elementary	0
31201	Snohomish School District	3306	Freshman Campus Re Entry	0
06119	Battle Ground School District	5133	Chief Umtuch Middle	0
27403	Bethel School District	5140	Spanaway Elementary ECEAP	0
31025	Marysville School District	1744	School Home Partnership Program	0
14066	Montesano School District	2180	Montesano Jr-Sr High	0
29101	Sedro-Woolley School District	3181	Cascade Middle School	0
06037	Vancouver School District	2964	Salmon Creek Elementary	0
17405	Bellevue School District	1832	Bsd Voc Ed/Career Educ Options	0
17403	Renton School District	1761	Career Development Learning Cente	1
04228	Cascade School District	2760	Peshastin Dryden Elementary	0
27400	Clover Park School District	3763	Oakbrook Elementary School	0
10050	Curlew School District	2006	Curlew Elem & High School	0
50002	Juvenile Detention Centers	3358	Walla Walla County Juvenile Detention	0
17415	Kent School District	3593	Pine Tree Elementary School	1
29320	Mount Vernon School District	4511	Mount Baker Middle School	0
31006	Mukilteo School District	4344	Horizon Elementary	0
23403	North Mason School District	1861	North Mason Homelink Program	0
09102	Palisades School District	2502	Palisades Elementary School	0
06037	Vancouver School District	4410	Roosevelt Elementary School	0
32363	West Valley School District (Spokane)	1842	Spokane Valley Transition School	0
15201	Oak Harbor School District	1552	Midway School	0
20406	Lyle School District	3111	Lyle High School	0
23311	Mary M Knight School District	5444	Mary M. Knight School	0
24014	Nespelem School District #14	2494	Nespelem Elementary	0
17417	Northshore School District	4021	Northshore Middle School	0
31015	Edmonds School District	3604	Woodway High School	0
06101	LaCenter School District	4431	La Center High School	0
31025	Marysville School District	5210	Bio Med Academy	0
32356	Central Valley School District	3573	Greenacres Middle School	0
06112	Washougal School District	2509	Hathaway Elementary	0
27416	White River School District	5390	White River Homeschool	0
20405	White Salmon Valley School District	2330	Columbia High School	0
22200	Wilbur School District	3289	Wilbur Secondary School	0
17001	Seattle Public Schools	2019	Ryther Center	0
32416	Riverside School District	2525	Chattaroy Elementary	0
17001	Seattle Public Schools	2256	Olympic View Elementary School	0
39007	Yakima School District	4093	Stanton Alternative School	0
18303	Bainbridge Island School District	1839	Contract Studies Program	0
17001	Seattle Public Schools	3906	Interagency Programs (closed)	0
32363	West Valley School District (Spokane)	2685	Alt Spokane Valley High Schl	0
27402	Franklin Pierce School District	3000	Harvard Elementary	0
17401	Highline Public Schools	2984	Midway Elementary	1
03017	Kennewick School District	2826	Kennewick High School	0
17415	Kent School District	3764	Meeker Middle School	1
38324	Oakesdale School District	2432	Oakesdale High School	0
05121	Port Angeles School District	3079	Hamilton Elementary	0
27003	Puyallup School District	3558	Wildwood Elementary	0
03400	Richland School District	2642	Jefferson Elementary	0
27083	University Place School District	4325	Drum Intermediate	0
31201	Snohomish School District	1686	Alternative Middle School	0
17401	Highline Public Schools	1955	Dynamic Family Services	1
17405	Bellevue School District	3436	Medina Elementary School	0
21302	Chehalis School District	2442	R E Bennett Elementary	0
27400	Clover Park School District	3455	Dower Elementary School	0
17403	Renton School District	2929	Lakeridge Elementary School	1
27010	Tacoma School District	3498	Skyline	0
50004	Unaffiliated Colleges/Universities	5145	SCCC High School Completion	0
39205	Zillah School District	2783	Hilton Elementary School	0
39200	Grandview School District	1679	YVCC GED School	0
17001	Seattle Public Schools	1632	Interagency Orion Center	0
39202	Toppenish School District	1676	College Alt Prog Yvcc	0
14005	Aberdeen School District	3857	Harbor High School	0
06114	Evergreen School District (Clark)	5136	Endeavour Elementary School	0
17412	Shoreline School District	3104	Echo Lake Elementary School	0
27416	White River School District	2190	Elk Ridge Elementary	0
17001	Seattle Public Schools	2059	Meany Middle School	0
39007	Yakima School District	2461	Pupil Personnel Services	0
19401	Ellensburg School District	5186	Excel High School	0
31015	Edmonds School District	3504	Meadowdale Elementary	0
31103	Monroe School District	4544	Hidden River Middle School	0
39003	Naches Valley School District	2591	Naches Valley High School	0
21302	Chehalis School District	4311	Chehalis Middle School	0
37504	Lynden School District	4517	Vossbeck Elementary School	0
06122	Ridgefield School District	3891	View Ridge Middle School	0
05313	Crescent School District	2280	Crescent Elementary School	0
27403	Bethel School District	2399	Spanaway Elementary	0
17216	Enumclaw School District	1523	Special Ed School	0
34111	Olympia School District	5259	Touchstone	0
15201	Oak Harbor School District	3477	Broadview Elementary	0
03400	Richland School District	4295	Rivers Edge High School	0
13160	Royal School District	5388	Royal Intermediate School	0
17001	Seattle Public Schools	2118	Emerson Elementary School	1
17410	Snoqualmie Valley School District	5181	Snoqualmie Access	0
02250	Clarkston School District	1933	Elementary Alternative Center	0
18402	South Kitsap School District	4349	Sidney Glen Elementary School	0
14066	Montesano School District	5023	Montesano Choice School	0
39209	Mount Adams School District	5233	American Academy	0
17417	Northshore School District	3106	Bothell High School	0
29101	Sedro-Woolley School District	2521	Big Lake Elementary School	0
36140	Walla Walla School District	2528	Edison Elementary School - Walla Walla	0
37501	Bellingham School District	3134	Happy Valley Elementary School	0
27400	Clover Park School District	3297	Mann Middle School	0
33206	Columbia (Stevens) School District	5283	Columbia Alternative School	0
22207	Davenport School District	2668	Davenport Elementary	0
31002	Everett School District	2065	Garfield Elementary School	0
13161	Moses Lake School District	3022	Chief Moses Middle School	0
13161	Moses Lake School District	3779	North Elementary	0
27003	Puyallup School District	2870	Karshner Elementary	0
34402	Tenino School District	4238	Tenino Elementary School	0
06119	Battle Ground School District	3018	Glenwood Heights Primary	0
17405	Bellevue School District	2846	Enatai Elementary School	0
32356	Central Valley School District	5043	University Center	0
27343	Dieringer School District	4416	North Tapps Middle School	0
37502	Ferndale School District	5464	FERNDALE RE-ENGAGEMENT	0
13301	Grand Coulee Dam School District	2801	Lake Roosevelt Jr/Sr High School	0
06037	Vancouver School District	3735	Harry S Truman Elementary School	0
21232	Winlock School District	3597	Winlock Senior High	0
03017	Kennewick School District	3315	Edison Elementary School - Kennewick	0
28144	Lopez School District	2632	Lopez Middle High School	0
17410	Snoqualmie Valley School District	2287	North Bend Elementary School	0
25118	South Bend School District	5243	South Bend Home Link	0
32081	Spokane School District	3008	Bryant Center	0
31311	Sultan School District	5152	Sultan Alternative Education School	0
27402	Franklin Pierce School District	2398	Central Avenue Elementary	0
32354	Mead School District	3191	Mountainside Middle School	0
17001	Seattle Public Schools	3803	Dearborn Park International School	1
24404	Tonasket School District	3176	Tonasket Elementary School	0
17408	Auburn School District	5051	Lakeland Hills Elementary	1
18400	North Kitsap School District	3391	Suquamish Elementary School	0
05121	Port Angeles School District	1715	Parents As Partners	0
17001	Seattle Public Schools	2090	Frantz Coe Elementary School	0
17001	Seattle Public Schools	2123	Greenwood Elementary School	0
17216	Enumclaw School District	1985	Muckleshoot Tribal Middle School 6-8	0
32358	Freeman School District	3192	Freeman High School	0
13073	Wahluke School District	4254	Wahluke High School	0
17001	Seattle Public Schools	2013	Special Education Home Instruction	0
26070	Selkirk School District	2936	Ione Primary	0
27402	Franklin Pierce School District	1909	I-School	0
17408	Auburn School District	4417	Ilalko Elementary School	1
18100	Bremerton School District	1749	Bremerton Home Link Program	0
21302	Chehalis School District	2799	W F West High School	0
27400	Clover Park School District	2189	Park Lodge Elementary School	0
17414	Lake Washington School District	2289	Redmond Elementary	0
33211	Northport School District	5252	Northport Homelink Program	0
24105	Okanogan School District	2245	Okanogan Middle School	0
22009	Reardan-Edwall School District	2478	Reardan Middle-Senior High School	0
03400	Richland School District	2785	Chief Joseph Middle School	0
50004	Unaffiliated Colleges/Universities	5955	Renton Tech College High School Completion	0
17415	Kent School District	5098	Kent Phoenix Academy	1
34003	North Thurston Public Schools	4271	Pleasant Glade Elementary	0
27003	Puyallup School District	2125	Puyallup High School	0
03400	Richland School District	2656	Marcus Whitman Elementary	0
17412	Shoreline School District	1942	Room Nine/Journey Program	0
27010	Tacoma School District	1514	Alternative Spcl Needs Div Occ	0
21206	Mossyrock School District	5227	Mossyrock Academy	0
32356	Central Valley School District	4185	Horizon Middle School	0
38306	Colton School District	2588	Colton School	0
17411	Issaquah School District	3637	Maple Hills Elementary	0
27010	Tacoma School District	2083	Washington-Hoyt	0
17412	Shoreline School District	2612	Fircrest Residential Habilitation	0
17001	Seattle Public Schools	2450	Daniel Bagley Elementary School	0
17409	Tahoma School District	5489	Cedar River Elementary	0
37502	Ferndale School District	3140	Lummi Tribal Elementary School	0
17405	Bellevue School District	3949	Olympus Northwest Middle School	0
17408	Auburn School District	3525	Lea Hill Elementary School	1
31002	Everett School District	2126	Everett High School	0
04129	Lake Chelan School District	4260	Chelan High School	0
31006	Mukilteo School District	4342	Columbia Elementary	0
16050	Port Townsend School District	3428	Mountain View Elementary	0
39090	East Valley School District (Yakima)	2344	East Valley High School	0
17210	Federal Way Public Schools	3626	Sacajawea Middle School	1
37505	Meridian School District	2584	Irene Reither Primary School	0
32081	Spokane School District	3257	Shaw Middle School	0
39202	Toppenish School District	5262	NW Allprep	0
17406	Tukwila School District	3488	Tukwila Elementary	1
18303	Bainbridge Island School District	1939	Bainbridge Special Education Services	0
27403	Bethel School District	4227	Rocky Ridge Elementary	0
06114	Evergreen School District (Clark)	1801	iQ Academy Washington	0
21214	Morton School District	3112	Morton Junior-Senior High	0
10065	Orient School District	5155	Columbia Virtual Academy-Orient	0
17001	Seattle Public Schools	3429	Schmitz Park Elementary School	0
31015	Edmonds School District	3690	Evergreen Elementary	0
27403	Bethel School District	1945	Headstart EP	0
31025	Marysville School District	3651	Pinewood Elementary	0
23403	North Mason School District	2662	Belfair Elementary	0
16050	Port Townsend School District	1798	OCEAN	0
27003	Puyallup School District	3115	Hilltop Elementary	0
17001	Seattle Public Schools	5205	Sand Point Elementary	0
25118	South Bend School District	2214	South Bend High School	0
25160	Willapa Valley School District	3444	Willapa Elementary	0
37503	Blaine School District	4476	Blaine Primary School	0
17401	Highline Public Schools	1539	Manhattan Learning Center	1
17415	Kent School District	4492	Kentlake High School	1
32354	Mead School District	5122	Mead PreSchool	0
38267	Pullman School District	3203	Jefferson Elementary	0
31201	Snohomish School District	3305	Cathcart Elementary	0
32081	Spokane School District	2708	Madison Elementary	0
32363	West Valley School District (Spokane)	5462	West Valley Early Learning Center	0
21300	Onalaska School District	1990	Contract Studies School-Onalaska	0
04228	Cascade School District	5295	Columbia Virtual Academy-Cascade	0
06119	Battle Ground School District	3545	Laurin Middle School	0
32358	Freeman School District	3794	Freeman Elementary School	0
39204	Granger School District	2531	Granger Middle School	0
27010	Tacoma School District	5184	Tacoma Pierce County Education Center	0
08122	Longview School District	2665	Broadway Learning Center	0
31025	Marysville School District	3537	Sunnyside Elementary	0
34111	Olympia School District	2621	McLane Elementary School	0
39120	Mabton School District	2593	Mabton Sr High School	0
27010	Tacoma School District	5327	Goodwill GED	0
09075	Bridgeport School District	2788	Bridgeport High School	0
09206	Eastmont School District	2966	Grant Elementary School	0
17401	Highline Public Schools	5119	Valley View Early Childhood Center	1
18400	North Kitsap School District	1562	Spectrum Community School	0
17405	Bellevue School District	2701	Bellevue High School	0
29320	Mount Vernon School District	3829	Mount Vernon Special Ed	0
36402	Prescott School District	3575	Prescott Jr Sr High	0
17001	Seattle Public Schools	3517	McClure Middle School	0
14172	Ocosta School District	3025	Ocosta Elementary School	0
17210	Federal Way Public Schools	4480	Meredith Hill Elementary School	1
09206	Eastmont School District	2986	Canyon View Group Home	0
18402	South Kitsap School District	4350	Mullenix Ridge Elementary School	0
39007	Yakima School District	3817	Martin Luther King Jr Elementary	0
21401	Centralia School District	5463	Early Learning Center	0
33036	Chewelah School District	1763	Home Link Alternative	0
03400	Richland School District	4060	Badger Mountain Elementary	0
29101	Sedro-Woolley School District	1537	State Street High School	0
09209	Waterville School District	2161	Waterville Elementary	0
18402	South Kitsap School District	1517	Homebound	0
32081	Spokane School District	3957	Real School	0
50002	Juvenile Detention Centers	3340	Grant Co Detention Ctr	0
31004	Lake Stevens School District	4391	Glenwood Elementary	0
17414	Lake Washington School District	3675	Frost Elementary	0
31025	Marysville School District	5211	Intl Sch of Communications	0
29101	Sedro-Woolley School District	2150	Sedro Woolley Senior High School	0
25160	Willapa Valley School District	2542	Willapa Valley Middle-High	0
06098	Hockinson School District	3617	Hockinson Heights Intermediate	0
34111	Olympia School District	3131	Rogers Elementary School	0
02420	Asotin-Anatone School District	2507	Asotin Elementary	0
31015	Edmonds School District	3818	Maplewood Center	0
17415	Kent School District	4440	Cedar Heights Middle School	1
32326	Medical Lake School District	2890	Medical Lake High School	0
34111	Olympia School District	3132	Olympia High School	0
27401	Peninsula School District	4156	Key Peninsula Middle School	0
17403	Renton School District	5335	Open Door Youth Reengagement Renton	1
32081	Spokane School District	4457	Chase Middle School	0
27403	Bethel School District	1564	Shining Mountain Preschool	0
36250	College Place School District	5362	College Place High School	0
27320	Sumner School District	3399	McAlder Elementary	0
31002	Everett School District	2752	Whittier Elementary	0
17417	Northshore School District	2993	Kenmore Elementary	0
03400	Richland School District	3833	Hanford High School	0
17001	Seattle Public Schools	3380	Rainier View Elementary School	1
31401	Stanwood-Camano School District	1707	Lincoln Hill High School	0
27010	Tacoma School District	2359	Stewart	0
17001	Seattle Public Schools	2018	Wilson Pacific	0
27403	Bethel School District	2576	Clover Creek Elementary	0
17210	Federal Way Public Schools	5255	Gateway to College	1
17210	Federal Way Public Schools	3567	Sunnycrest Elementary School	1
17411	Issaquah School District	3569	Echo Glen School	0
08458	Kelso School District	5194	Kelso Virtual Academy	0
20400	Trout Lake School District	3058	Trout Lake Middle	0
08122	Longview School District	2914	Northlake Elementary School	0
20406	Lyle School District	3643	Lyle Middle School	0
27010	Tacoma School District	5192	Special Services	0
34033	Tumwater School District	4500	A G West Black Hills High School	0
06037	Vancouver School District	3565	Washington Elementary	0
31015	Edmonds School District	3302	Beverly Elementary	0
38308	Endicott School District	2207	Endicott/St John Elem and Middle	0
18400	North Kitsap School District	1677	Special Programs	0
11001	Pasco School District	2917	Pasco Senior High School	0
31401	Stanwood-Camano School District	4553	Elger Bay Elementary	0
27083	University Place School District	3179	Curtis Junior High	0
06037	Vancouver School District	2636	Early Childhood Education Center	0
17401	Highline Public Schools	1999	Out-of-District Placement	1
31015	Edmonds School District	3754	College Place Middle School	0
21302	Chehalis School District	2027	Green Hill Academic School	0
17411	Issaquah School District	4495	Skyline High School	0
17415	Kent School District	3388	Covington Elementary School	1
08122	Longview School District	2416	R A Long High School	0
26056	Newport School District	3968	Sadie Halstead Middle School	0
34111	Olympia School District	4367	Centennial Elementary Olympia	0
17001	Seattle Public Schools	2306	Garfield High School	1
02420	Asotin-Anatone School District	2434	Asotin Jr Sr High	0
21401	Centralia School District	2166	Centralia High School	0
39007	Yakima School District	5355	Yakima Open Doors	0
30029	Mount Pleasant School District	3459	Mount Pleasant School	0
31201	Snohomish School District	2446	Central Elementary	0
32081	Spokane School District	1566	Alternative Northeast Community Center Preschool	0
37505	Meridian School District	4388	Ten Mile Creek Elementary	0
17414	Lake Washington School District	1658	Discovery School	0
32362	Liberty School District	4226	Liberty Jr High & Elementary	0
37505	Meridian School District	2554	Meridian High School	0
31103	Monroe School District	1643	Out Of District Special Ed	0
18400	North Kitsap School District	4467	Richard Gordon Elementary	0
23042	Southside School District	2744	Southside Elementary	0
11051	North Franklin School District	5499	CRCC-Open Doors	0
27003	Puyallup School District	1652	Duplicate Building Deleted	0
31025	Marysville School District	4510	Quil Ceda Elementary	0
32416	Riverside School District	1919	Independent Scholar	0
32081	Spokane School District	3411	Havermale High School	0
04228	Cascade School District	4403	Icicle River Middle School	0
31002	Everett School District	1907	Port Gardner	0
17400	Mercer Island School District	2764	Crest Learning Center	0
17410	Snoqualmie Valley School District	1502	Two Rivers School	0
37502	Ferndale School District	5084	Ferndale Special Services	0
34111	Olympia School District	3963	Thurston Co Coop Special Services	0
18401	Central Kitsap School District	4372	Silver Ridge Elementary	0
03017	Kennewick School District	4181	Lincoln Elementary School	0
17403	Renton School District	5070	Renton Academy	1
18401	Central Kitsap School District	3045	Seabeck Elementary	0
08401	Castle Rock School District	3969	Castle Rock Middle School	0
32356	Central Valley School District	2776	North Pines Middle School	0
17210	Federal Way Public Schools	3766	Decatur High School	1
17417	Northshore School District	3235	Hillcrest Sch (maywood Hills Ann)	0
32081	Spokane School District	2111	Jefferson Elementary	0
17401	Highline Public Schools	3336	Alternative Satellite High Schl	1
13301	Grand Coulee Dam School District	1538	Skilskin High School	0
17405	Bellevue School District	5281	Central Educational Services	0
18401	Central Kitsap School District	1903	East Side Alt	0
17001	Seattle Public Schools	2976	Olympic Hills Elementary School	0
04246	Wenatchee School District	2347	Mission View Elementary School	0
17001	Seattle Public Schools	1636	Interagency Fairview Academy	0
33212	Kettle Falls School District	3198	Kettle Falls Middle School	0
33115	Colville School District	2957	Hofstetter Elementary	0
27010	Tacoma School District	2102	Mckinley	0
13073	Wahluke School District	4490	Saddle Mountain Intermediate	0
21232	Winlock School District	1829	Winolequa Learning Academy	0
27417	Fife School District	2773	Fife High School	0
37507	Mount Baker School District	4533	Kendall Elementary	0
06114	Evergreen School District (Clark)	5435	Open Doors Evergreen	0
19401	Ellensburg School District	2741	Lincoln Elementary	0
17001	Seattle Public Schools	2121	Leschi Elementary School	1
17001	Seattle Public Schools	4064	Washington Middle School	1
32325	Nine Mile Falls School District	5417	Re-Engagement School (Nine Mile Falls)	0
03017	Kennewick School District	5106	Phoenix High School	0
31006	Mukilteo School District	4231	Explorer Middle School	0
27003	Puyallup School District	1640	Puyallup Online Academy/POA	0
03053	Finley School District	3078	Finley Elementary	0
18402	South Kitsap School District	4142	John Sedgwick Middle School	0
06037	Vancouver School District	5342	Open Doors Vancouver	0
37506	Nooksack Valley School District	5189	NV Connections	0
27003	Puyallup School District	3927	Northwood Elementary	0
27402	Franklin Pierce School District	5129	Learning Support	0
34111	Olympia School District	1768	Avanti High School	0
27403	Bethel School District	5471	Bethel Elementary Learning Academy	0
27003	Puyallup School District	4121	Ridgecrest Elementary	0
14068	Elma School District	2137	Elma High School	0
03116	Prosser School District	2906	Housel Middle School	0
32081	Spokane School District	3063	Westview Elementary	0
08122	Longview School District	2370	Saint Helens Elementary	0
31025	Marysville School District	4233	Marysville Mountain View High School	0
11001	Pasco School District	3912	New Horizons High School	0
31401	Stanwood-Camano School District	2581	Stanwood High School	0
31311	Sultan School District	3623	Sultan/operations	0
30303	Stevenson-Carson School District	5147	Kaplan Academy of Washington	0
17412	Shoreline School District	5314	Head Start	0
13073	Wahluke School District	4222	Morris Schott Middle School	0
32360	Cheney School District	3308	Robert Reid Lab School	0
17409	Tahoma School District	1711	Russell Ridge Center	0
17001	Seattle Public Schools	2201	McGilvra Elementary School	0
25116	Raymond School District	2803	Raymond Elementary School	0
17401	Highline Public Schools	2844	Gregory Heights Elementary	1
32081	Spokane School District	3727	Garfield Elementary	0
06101	LaCenter School District	3371	Lacenter Middle School	0
17414	Lake Washington School District	3591	Franklin Elementary	0
27931	Bates Technical College	5431	Bates Technical College - Open Doors	0
37507	Mount Baker School District	1783	Timber Ridge	0
03400	Richland School District	2786	Jason Lee Elementary School	0
31002	Everett School District	1665	Other Schools	0
22207	Davenport School District	3173	Davenport Senior High School	0
06119	Battle Ground School District	5131	Tukes Valley Middle School	0
32081	Spokane School District	3719	Logan Elementary	0
27416	White River School District	4236	Wickersham School Of Discovery	0
11001	Pasco School District	4041	Ruth Livingston Elementary	0
33207	Mary Walker School District	2297	Springdale Elementary	0
32081	Spokane School District	5301	The Community School	0
06037	Vancouver School District	3733	Dwight D Eisenhower Elementary	0
37507	Mount Baker School District	1936	Educational Resource Center	0
23309	Shelton School District	3291	Bordeaux Elementary School	0
29103	Anacortes School District	2707	Anacortes Middle School	0
39200	Grandview School District	5399	Step Up to College Open Doors High School	0
13151	Coulee-Hartline School District	2304	Coulee City MS	0
17401	Highline Public Schools	5101	Health Sciences & Human Services	1
39007	Yakima School District	2715	Hoover Elementary School	0
27003	Puyallup School District	2575	Edgemont Jr High	0
15204	Coupeville School District	4004	Coupeville Middle School	0
17412	Shoreline School District	5287	Early Childhood Education	0
31015	Edmonds School District	3755	Lynnwood High School	0
17001	Seattle Public Schools	3027	Northgate Elementary School	0
37501	Bellingham School District	5239	Cordata Elementary School	0
10070	Inchelium School District	2603	Inchelium High School	0
27010	Tacoma School District	2805	Lowell	0
39209	Mount Adams School District	2389	Mount Adams Middle School	0
17401	Highline Public Schools	5028	Big Picture School	1
06037	Vancouver School District	5149	Vancouver Virtual Learning Academy	0
31004	Lake Stevens School District	5441	Early Learning Center	0
17414	Lake Washington School District	5958	Washington Network of Innovative Careers	0
13165	Ephrata School District	3092	Grant Elementary	0
31015	Edmonds School District	1655	Options Program	0
31025	Marysville School District	3964	Liberty Elementary	0
31025	Marysville School District	5213	MP Pathways of Choice	0
21401	Centralia School District	5359	Futurus High School	0
04228	Cascade School District	5418	Cascade Home-Link	0
27400	Clover Park School District	5298	Oakridge Group Home	0
27010	Tacoma School District	1828	Tlc @ Park Ave	0
31103	Monroe School District	4594	Fryelands Elementary	0
31015	Edmonds School District	3462	Woodway Elementary	0
17415	Kent School District	4293	Ridgewood Elementary School	1
31015	Edmonds School District	3463	Madrona Nongraded	0
18100	Bremerton School District	2648	Bremerton 8th Grade School	0
32356	Central Valley School District	3127	McDonald Elementary School	0
27417	Fife School District	2878	Discovery Primary School	0
38267	Pullman School District	3419	Lincoln Middle School	0
03400	Richland School District	5092	White Bluffs Elementary School	0
17001	Seattle Public Schools	3717	B F Day Elementary School	0
13301	Grand Coulee Dam School District	5336	The American Academy	0
08458	Kelso School District	5076	Special Education	0
31025	Marysville School District	5212	Marysville On-line Move Up Program	0
17001	Seattle Public Schools	2120	Van Asselt Elementary School	1
09206	Eastmont School District	3212	Kenroy Elementary	0
37501	Bellingham School District	4515	Squalicum High School	0
06037	Vancouver School District	2643	Harney Elementary School	0
31015	Edmonds School District	1830	Special Education Contracted	0
17406	Tukwila School District	3226	Cascade View Elementary	1
17901	First Place Scholars Charter School District	5341	First Place Scholars Charter School	0
17001	Seattle Public Schools	3973	Alt Elem #3 (latona)	0
29100	Burlington-Edison School District	2362	Burlington Edison High School	0
33207	Mary Walker School District	3311	Mary Walker High School	0
37507	Mount Baker School District	2585	Acme Elementary	0
32081	Spokane School District	2096	Regal Elementary	0
05323	Sequim School District	4519	Sequim Middle School	0
50002	Juvenile Detention Centers	3143	Clallam Co Juvenile Detention	0
08404	Woodland School District	5409	Woodland Middle School	0
37504	Lynden School District	1983	Lynden Learning Lifestyle	0
14005	Aberdeen School District	3093	Alexander Young Elementary	0
09075	Bridgeport School District	2562	Bridgeport Elementary	0
34003	North Thurston Public Schools	3653	Lacey Elementary	0
15204	Coupeville School District	5234	ICCF Ed Program	0
39007	Yakima School District	5224	Yakima Satellite Alternative Programs	0
06119	Battle Ground School District	4352	Captain Strong	0
25101	Ocean Beach School District	5454	Ocean Beach Alternative School	0
21300	Onalaska School District	2331	Onalaska High School	0
17411	Issaquah School District	2738	Clark Elementary	0
17001	Seattle Public Schools	1923	INTERAGENCY YO COLUMBIA CITY	0
37505	Meridian School District	5448	Meridian Impact Re-Engagement	0
37501	Bellingham School District	2261	Larrabee Elementary School	0
17415	Kent School District	4353	Carriage Crest Elementary School	1
31016	Arlington School District	2152	Trafton Elementary	0
17410	Snoqualmie Valley School District	4308	Edwin R Opstad Elementary	0
31002	Everett School District	5347	Acceleration Academy Everett	0
30303	Stevenson-Carson School District	3119	Stevenson High School	0
20406	Lyle School District	3049	Dallesport Elementary	0
03116	Prosser School District	2905	Whitstran Elementary	0
38300	Colfax School District	2894	Leonard M Jennings Elementary	0
36250	College Place School District	3541	John Sager Middle School	0
17401	Highline Public Schools	1972	New Start	1
15201	Oak Harbor School District	1758	Homeconnection	0
24410	Oroville School District	2422	Oroville Elementary	0
17414	Lake Washington School District	4386	Inglewood Middle School	0
14005	Aberdeen School District	3216	Central Park Elementary	0
09206	Eastmont School District	4590	Clovis Point	0
27320	Sumner School District	3499	Sumner Middle School	0
32356	Central Valley School District	5507	Liberty Creek Elementary School	0
17414	Lake Washington School District	3922	Kamiakin Middle School	0
06119	Battle Ground School District	5132	Tukes Valley Primary 	0
15204	Coupeville School District	1913	Cedar Program	0
08122	Longview School District	3913	Longview School District Special Services	0
21301	Pe Ell School District	2858	Pe Ell School	0
32081	Spokane School District	3758	Garry Middle School	0
31201	Snohomish School District	5100	Little Cedars Elementary School	0
06098	Hockinson School District	5311	Hockinson Heights Elementary School	0
